#time_tag                 bx_gsm     by_gsm     bz_gsm     lon_gsm    lat_gsm    bt        
 2023-07-17 22:48:00.000  5.10       -3.69      -2.34      324.14     -20.38     6.71      
 2023-07-17 22:49:00.000  5.11       -3.68      -2.36      324.27     -20.51     6.72      
 2023-07-17 22:50:00.000  5.09       -3.71      -2.34      323.90     -20.38     6.71      
 2023-07-17 22:51:00.000  5.03       -3.75      -2.43      323.27     -21.22     6.73      
 2023-07-17 22:52:00.000  5.00       -3.73      -2.60      323.33     -22.59     6.76      
 2023-07-17 22:53:00.000  4.88       -3.76      -2.67      322.41     -23.45     6.72      
 2023-07-17 22:54:00.000  4.87       -3.75      -2.67      322.42     -23.44     6.70      
 2023-07-17 22:55:00.000  4.95       -3.69      -2.62      323.31     -22.95     6.71      
 2023-07-17 22:56:00.000  4.98       -3.61      -2.50      324.09     -22.15     6.64      
 2023-07-17 22:57:00.000  4.89       -3.59      -2.38      323.78     -21.45     6.52      
 2023-07-17 22:58:00.000  4.78       -3.75      -2.44      321.91     -21.86     6.54      
 2023-07-17 22:59:00.000  4.85       -3.78      -2.36      322.12     -20.97     6.59      
 2023-07-17 23:00:00.000  4.83       -3.77      -2.32      322.01     -20.74     6.55      
 2023-07-17 23:01:00.000  4.79       -3.79      -2.29      321.65     -20.57     6.53      
 2023-07-17 23:02:00.000  4.84       -3.82      -2.23      321.67     -19.89     6.56      
 2023-07-17 23:03:00.000  4.83       -3.76      -2.43      322.11     -21.69     6.58      
 2023-07-17 23:04:00.000  4.91       -3.82      -2.33      322.14     -20.56     6.65      
 2023-07-17 23:05:00.000  5.02       -3.88      -2.11      322.29     -18.42     6.69      
 2023-07-17 23:06:00.000  5.06       -3.90      -1.95      322.36     -16.97     6.68      
 2023-07-17 23:07:00.000  5.15       -3.81      -1.77      323.48     -15.45     6.64      
 2023-07-17 23:08:00.000  5.21       -3.79      -1.65      323.93     -14.40     6.65      
 2023-07-17 23:09:00.000  5.13       -3.78      -1.94      323.65     -16.96     6.66      
 2023-07-17 23:10:00.000  5.08       -3.72      -2.06      323.80     -18.10     6.63      
 2023-07-17 23:11:00.000  5.07       -3.76      -1.83      323.43     -16.19     6.57      
 2023-07-17 23:12:00.000  5.11       -3.73      -1.81      323.90     -15.96     6.58      
 2023-07-17 23:13:00.000  5.14       -3.67      -1.71      324.53     -15.18     6.55      
 2023-07-17 23:14:00.000  4.98       -3.75      -1.83      323.05     -16.38     6.50      
 2023-07-17 23:15:00.000  4.89       -3.66      -2.24      323.19     -20.13     6.51      
 2023-07-17 23:16:00.000  4.71       -3.85      -2.33      320.77     -20.97     6.51      
 2023-07-17 23:17:00.000  4.69       -3.85      -2.43      320.58     -21.79     6.54      
 2023-07-17 23:18:00.000  4.82       -3.88      -2.29      321.13     -20.30     6.59      
 2023-07-17 23:19:00.000  4.77       -3.88      -2.46      320.88     -21.82     6.63      
 2023-07-17 23:20:00.000  4.65       -3.80      -2.54      320.69     -22.89     6.52      
 2023-07-17 23:21:00.000  4.62       -3.94      -2.44      319.57     -21.90     6.54      
 2023-07-17 23:22:00.000  4.61       -4.03      -2.33      318.88     -20.82     6.55      
 2023-07-17 23:23:00.000  4.57       -4.03      -2.45      318.63     -21.86     6.57      
 2023-07-17 23:24:00.000  4.60       -3.93      -2.66      319.45     -23.73     6.61      
 2023-07-17 23:25:00.000  4.59       -4.15      -2.35      317.91     -20.83     6.62      
 2023-07-17 23:26:00.000  4.54       -4.20      -2.48      317.24     -21.90     6.66      
 2023-07-17 23:27:00.000  4.51       -4.16      -2.51      317.37     -22.21     6.63      
 2023-07-17 23:28:00.000  4.39       -4.35      -2.33      315.28     -20.64     6.60      
 2023-07-17 23:29:00.000  4.47       -4.19      -2.53      316.89     -22.42     6.63      
 2023-07-17 23:30:00.000  5.61       -3.96      -2.00      324.78     -16.24     7.15      
 2023-07-17 23:31:00.000  5.57       -3.99      -1.84      324.41     -15.01     7.10      
 2023-07-17 23:32:00.000  5.40       -4.06      -1.96      323.02     -16.14     7.04      
 2023-07-17 23:33:00.000  5.41       -3.91      -2.01      324.16     -16.78     6.98      
 2023-07-17 23:34:00.000  5.44       -4.07      -1.90      323.18     -15.64     7.06      
 2023-07-17 23:35:00.000  5.47       -3.99      -1.99      323.86     -16.37     7.06      
 2023-07-17 23:36:00.000  5.43       -4.02      -1.91      323.50     -15.82     7.02      
 2023-07-17 23:37:00.000  5.27       -4.20      -1.81      321.44     -15.08     6.97      
 2023-07-17 23:38:00.000  5.20       -4.25      -1.90      320.72     -15.77     6.98      
 2023-07-17 23:39:00.000  5.22       -4.15      -2.31      321.51     -19.13     7.07      
 2023-07-17 23:40:00.000  5.17       -4.23      -1.98      320.71     -16.53     6.96      
 2023-07-17 23:41:00.000  5.10       -4.31      -2.00      319.76     -16.71     6.98      
 2023-07-17 23:42:00.000  5.03       -4.34      -2.07      319.21     -17.27     6.96      
 2023-07-17 23:43:00.000  5.10       -4.36      -2.11      319.51     -17.46     7.04      
 2023-07-17 23:44:00.000  5.15       -4.29      -2.13      320.24     -17.63     7.03      
 2023-07-17 23:45:00.000  5.22       -4.25      -2.22      320.87     -18.27     7.09      
 2023-07-17 23:46:00.000  5.17       -4.25      -2.33      320.58     -19.20     7.09      
 2023-07-17 23:47:00.000  4.99       -4.36      -2.19      318.85     -18.31     6.98      
 2023-07-17 23:48:00.000  5.05       -4.29      -2.25      319.66     -18.73     7.00      
 2023-07-17 23:49:00.000  5.13       -4.40      -2.19      319.39     -17.93     7.11      
 2023-07-17 23:50:00.000  5.04       -4.37      -2.35      319.08     -19.39     7.07      
 2023-07-17 23:51:00.000  5.08       -4.37      -2.47      319.32     -20.24     7.15      
 2023-07-17 23:52:00.000  5.01       -4.21      -2.53      319.97     -21.16     7.02      
 2023-07-17 23:53:00.000  4.93       -4.50      -2.45      317.61     -20.16     7.11      
 2023-07-17 23:54:00.000  4.86       -4.53      -2.45      316.98     -20.26     7.08      
 2023-07-17 23:55:00.000  4.94       -4.44      -2.51      318.04     -20.70     7.11      
 2023-07-17 23:56:00.000  4.96       -4.42      -2.47      318.29     -20.42     7.09      
 2023-07-17 23:57:00.000  4.94       -4.42      -2.43      318.17     -20.13     7.06      
 2023-07-17 23:58:00.000  5.03       -4.34      -2.52      319.17     -20.75     7.11      
 2023-07-17 23:59:00.000  5.00       -4.37      -2.54      318.89     -20.93     7.11      
