:Data_list: 20230717_Gp_xr_1m.txt
:Created: 2023-07-17 23:59 UTC
# Prepared by Korea Astronomy and Space Science Institute (KASI), Space Weather Research Center
# Please send comments and suggestions to sos@kasi.re.kr
# 
# Label: Short = 0.05- 0.4 nanometer
# Label: Long  = 0.1 - 0.8 nanometer
# Units: Short = Watts per meter squared
# Units: Long  = Watts per meter squared
# Source: GOES-16
# Location: W75.2
# Missing data: -1.00e+05
#
#         1-minute GOES-16 Solar X-ray Flux
# 
# UTC Date  Time     Satellite
# YR MO DA  HHMM        No                      Short                           Long 
#---------------------------------------------------------------------------------------------
2023 07 17  0000	16		3.112492663603916e-08    	1.5906349517536e-06      	
2023 07 17  0001	16		2.8838414323217876e-08   	1.5568538174193236e-06   	
2023 07 17  0002	16		2.754920913616843e-08    	1.531725160930364e-06    	
2023 07 17  0003	16		2.8926475437174304e-08   	1.5126341850191238e-06   	
2023 07 17  0004	16		7.84802764997039e-08     	1.8442893860992626e-06   	
2023 07 17  0005	16		1.629966419613993e-07    	2.3011746179690817e-06   	
2023 07 17  0006	16		1.991402740486592e-07    	2.5425511012144852e-06   	
2023 07 17  0007	16		1.8130616297185043e-07   	2.5966248813347192e-06   	
2023 07 17  0008	16		1.4933029035546497e-07   	2.5415499749215087e-06   	
2023 07 17  0009	16		1.2977159258298343e-07   	2.4797134301479673e-06   	
2023 07 17  0010	16		1.37721116288958e-07     	2.51876099355286e-06     	
2023 07 17  0011	16		1.4492270850041677e-07   	2.566411239968147e-06    	
2023 07 17  0012	16		1.347162879028474e-07    	2.522699332985212e-06    	
2023 07 17  0013	16		1.2144316485773743e-07   	2.4345190468011424e-06   	
2023 07 17  0014	16		1.2285138950574037e-07   	2.4037544790189713e-06   	
2023 07 17  0015	16		1.33154699710758e-07     	2.447963879603776e-06    	
2023 07 17  0016	16		1.2736532539747714e-07   	2.44474676946993e-06     	
2023 07 17  0017	16		1.0615994483487157e-07   	2.354043999730493e-06    	
2023 07 17  0018	16		9.33982065021155e-08     	2.262379439343931e-06    	
2023 07 17  0019	16		8.313026711448401e-08    	2.1879325231566327e-06   	
2023 07 17  0020	16		7.222240583359962e-08    	2.0900210984109435e-06   	
2023 07 17  0021	16		6.122680673570358e-08    	1.9884412267856533e-06   	
2023 07 17  0022	16		5.3295472923764464e-08   	1.8988974943567882e-06   	
2023 07 17  0023	16		4.893653482440641e-08    	1.8266624692842015e-06   	
2023 07 17  0024	16		4.1014025953245437e-08   	1.754265667841537e-06    	
2023 07 17  0025	16		3.9736235635245976e-08   	1.6965585700745578e-06   	
2023 07 17  0026	16		3.767300427170994e-08    	1.654704306019994e-06    	
2023 07 17  0027	16		3.6138054326784186e-08   	1.6280947647828725e-06   	
2023 07 17  0028	16		3.518249513945193e-08    	1.5900856169537292e-06   	
2023 07 17  0029	16		3.694211159199767e-08    	1.5782334230607376e-06   	
2023 07 17  0030	16		4.039200973693369e-08    	1.5907767192402389e-06   	
2023 07 17  0031	16		4.5633861134319886e-08   	1.6030336382755195e-06   	
2023 07 17  0032	16		3.9933677697945313e-08   	1.5576376881654141e-06   	
2023 07 17  0033	16		3.5555643762563705e-08   	1.5233168824124732e-06   	
2023 07 17  0034	16		3.133379422592952e-08    	1.4632717011409113e-06   	
2023 07 17  0035	16		2.728636872006973e-08    	1.4092014453126467e-06   	
2023 07 17  0036	16		2.6134392427934472e-08   	1.373528789372358e-06    	
2023 07 17  0037	16		2.4670324449971304e-08   	1.345226337434724e-06    	
2023 07 17  0038	16		2.289631773066958e-08    	1.3199003205954796e-06   	
2023 07 17  0039	16		2.3928594217181853e-08   	1.3067465260974132e-06   	
2023 07 17  0040	16		2.293245060513982e-08    	1.2969422868991387e-06   	
2023 07 17  0041	16		2.5029940786680527e-08   	1.2967570910404902e-06   	
2023 07 17  0042	16		2.445118774119237e-08    	1.3023028486713883e-06   	
2023 07 17  0043	16		2.5422387750495545e-08   	1.3094372661726084e-06   	
2023 07 17  0044	16		2.3799785253686423e-08   	1.30944067677774e-06     	
2023 07 17  0045	16		2.529492526548438e-08    	1.3075330116407713e-06   	
2023 07 17  0046	16		2.4600801395990857e-08   	1.2978156291865162e-06   	
2023 07 17  0047	16		2.5035157946717845e-08   	1.2929709782838472e-06   	
2023 07 17  0048	16		2.519528941036242e-08    	1.2902813750770292e-06   	
2023 07 17  0049	16		2.4123510300455564e-08   	1.3002097603020957e-06   	
2023 07 17  0050	16		2.6633905747530662e-08   	1.3231876891950378e-06   	
2023 07 17  0051	16		2.744841864910086e-08    	1.3351526604310493e-06   	
2023 07 17  0052	16		2.6688278254027864e-08   	1.3389095556703978e-06   	
2023 07 17  0053	16		2.7058181473194054e-08   	1.339462869509589e-06    	
2023 07 17  0054	16		2.72472515661093e-08     	1.3273107697386877e-06   	
2023 07 17  0055	16		2.6178902601259324e-08   	1.330788450104592e-06    	
2023 07 17  0056	16		2.4535815157378238e-08   	1.323441665590508e-06    	
2023 07 17  0057	16		2.3680041039142452e-08   	1.3063356618658872e-06   	
2023 07 17  0058	16		2.360783746269135e-08    	1.3083162002658355e-06   	
2023 07 17  0059	16		2.7325901541530584e-08   	1.3360588582145283e-06   	
2023 07 17  0100	16		2.998536885456815e-08    	1.3912367649027146e-06   	
2023 07 17  0101	16		2.8018320108458283e-08   	1.3780380641037482e-06   	
2023 07 17  0102	16		2.746568128486615e-08    	1.3585793112724787e-06   	
2023 07 17  0103	16		2.695989032019952e-08    	1.3573759360951954e-06   	
2023 07 17  0104	16		2.8139300667362477e-08   	1.3584168527813745e-06   	
2023 07 17  0105	16		2.6636925554157642e-08   	1.3565686458605342e-06   	
2023 07 17  0106	16		2.7299485338971863e-08   	1.3520859738491708e-06   	
2023 07 17  0107	16		2.635215423651971e-08    	1.352567778667435e-06    	
2023 07 17  0108	16		3.1087754592817873e-08   	1.385432710776513e-06    	
2023 07 17  0109	16		3.728907671529669e-08    	1.4232728062779643e-06   	
2023 07 17  0110	16		3.714986718250657e-08    	1.4590199270969606e-06   	
2023 07 17  0111	16		3.592833763832459e-08    	1.4515981092699803e-06   	
2023 07 17  0112	16		3.096787537515411e-08    	1.4270273140937206e-06   	
2023 07 17  0113	16		2.9868477469108257e-08   	1.4016293334861984e-06   	
2023 07 17  0114	16		3.022712036226949e-08    	1.3821221500620595e-06   	
2023 07 17  0115	16		3.083795974134773e-08    	1.3907233551435638e-06   	
2023 07 17  0116	16		3.2895830059942455e-08   	1.414049620507285e-06    	
2023 07 17  0117	16		3.400440462542065e-08    	1.42724240959069e-06     	
2023 07 17  0118	16		3.2333463906297766e-08   	1.4344108194563887e-06   	
2023 07 17  0119	16		2.9619739549957558e-08   	1.3950307220511604e-06   	
2023 07 17  0120	16		2.7552124137741885e-08   	1.3725375538342632e-06   	
2023 07 17  0121	16		2.9962670566874294e-08   	1.3888585499444162e-06   	
2023 07 17  0122	16		2.845211710678086e-08    	1.3537886616177275e-06   	
2023 07 17  0123	16		2.8573374777352e-08      	1.3566036614065524e-06   	
2023 07 17  0124	16		3.0135428374933326e-08   	1.351104174318607e-06    	
2023 07 17  0125	16		2.8274387275928348e-08   	1.337949811386352e-06    	
2023 07 17  0126	16		2.761193584888133e-08    	1.3231539242042345e-06   	
2023 07 17  0127	16		2.6528446994689148e-08   	1.31466549646575e-06     	
2023 07 17  0128	16		2.7245802058928348e-08   	1.3108290204399964e-06   	
2023 07 17  0129	16		3.123766134649486e-08    	1.3492970083461842e-06   	
2023 07 17  0130	16		3.379801682967809e-08    	1.4058983879294829e-06   	
2023 07 17  0131	16		3.5851261515063015e-08   	1.4440564655160415e-06   	
2023 07 17  0132	16		3.5365253836516786e-08   	1.4559653891410562e-06   	
2023 07 17  0133	16		3.6861809604715745e-08   	1.4856234429316828e-06   	
2023 07 17  0134	16		4.277266896224319e-08    	1.552844537400233e-06    	
2023 07 17  0135	16		4.670842557175092e-08    	1.6008007150958292e-06   	
2023 07 17  0136	16		4.801382758046202e-08    	1.6360573908968945e-06   	
2023 07 17  0137	16		4.9786088140990614e-08   	1.6574749679421075e-06   	
2023 07 17  0138	16		4.988349289192229e-08    	1.670934580033645e-06    	
2023 07 17  0139	16		6.040576749910542e-08    	1.7598047179490095e-06   	
2023 07 17  0140	16		8.21699757125316e-08     	1.94275526155252e-06     	
2023 07 17  0141	16		1.6429234506176726e-07   	2.4615376332803862e-06   	
2023 07 17  0142	16		1.998026704086442e-07    	2.7826481527881697e-06   	
2023 07 17  0143	16		1.645810527861613e-07    	2.6804470962815685e-06   	
2023 07 17  0144	16		1.3613068006179674e-07   	2.5307165287813405e-06   	
2023 07 17  0145	16		1.2524883175046853e-07   	2.4319992917298805e-06   	
2023 07 17  0146	16		1.240916276401549e-07    	2.4154865059244912e-06   	
2023 07 17  0147	16		1.1154042312000456e-07   	2.363057319598738e-06    	
2023 07 17  0148	16		9.415676771595827e-08    	2.2332828848448116e-06   	
2023 07 17  0149	16		7.974747262551318e-08    	2.107989303112845e-06    	
2023 07 17  0150	16		7.392905843062181e-08    	2.020179181272397e-06    	
2023 07 17  0151	16		6.76626612516884e-08     	1.944428504430107e-06    	
2023 07 17  0152	16		6.14188380154701e-08     	1.885896381281782e-06    	
2023 07 17  0153	16		5.7950487075686397e-08   	1.8505924117562245e-06   	
2023 07 17  0154	16		5.738882435935011e-08    	1.8310338418814354e-06   	
2023 07 17  0155	16		5.649289391840284e-08    	1.8236029291074374e-06   	
2023 07 17  0156	16		4.885599125259432e-08    	1.7448588778279372e-06   	
2023 07 17  0157	16		4.5864886999424925e-08   	1.7006399275487638e-06   	
2023 07 17  0158	16		4.196675362777569e-08    	1.6796443560451735e-06   	
2023 07 17  0159	16		4.231316808045449e-08    	1.6554894273212994e-06   	
2023 07 17  0200	16		3.9097457715797646e-08   	1.6237470390478848e-06   	
2023 07 17  0201	16		3.903418388517821e-08    	1.6076504607553943e-06   	
2023 07 17  0202	16		3.8533737978241334e-08   	1.6174611801034189e-06   	
2023 07 17  0203	16		3.809981663494e-08       	1.612975438547437e-06    	
2023 07 17  0204	16		3.543585691545559e-08    	1.5900358221188071e-06   	
2023 07 17  0205	16		3.297170181326692e-08    	1.5761148688397952e-06   	
2023 07 17  0206	16		3.311828677965423e-08    	1.5584744232910452e-06   	
2023 07 17  0207	16		3.3939397070525956e-08   	1.5732589417893905e-06   	
2023 07 17  0208	16		3.8448963124437796e-08   	1.5989229495971813e-06   	
2023 07 17  0209	16		4.50859403144932e-08     	1.6614485502941534e-06   	
2023 07 17  0210	16		5.88364734710467e-08     	1.7946805428437074e-06   	
2023 07 17  0211	16		8.356639824569356e-08    	1.9642041024781065e-06   	
2023 07 17  0212	16		1.0146634821239786e-07   	2.1142686819075607e-06   	
2023 07 17  0213	16		1.0872159350583388e-07   	2.19744720197923e-06     	
2023 07 17  0214	16		1.1122429555143754e-07   	2.250983243357041e-06    	
2023 07 17  0215	16		9.782559118320933e-08    	2.219509269707487e-06    	
2023 07 17  0216	16		7.763826204154611e-08    	2.1062219275336247e-06   	
2023 07 17  0217	16		6.343060476865503e-08    	1.996413402594044e-06    	
2023 07 17  0218	16		5.3656840748317336e-08   	1.9023801769435522e-06   	
2023 07 17  0219	16		4.6407642173562635e-08   	1.83032705081132e-06     	
2023 07 17  0220	16		4.352455107436981e-08    	1.7815269757193164e-06   	
2023 07 17  0221	16		4.0883616492237707e-08   	1.7525781004223973e-06   	
2023 07 17  0222	16		4.0850327565067346e-08   	1.7291929452767363e-06   	
2023 07 17  0223	16		3.8396688495367925e-08   	1.6963317648333032e-06   	
2023 07 17  0224	16		3.3951483402461236e-08   	1.6514243270648876e-06   	
2023 07 17  0225	16		3.096881329156531e-08    	1.606538603482477e-06    	
2023 07 17  0226	16		3.1966905567060167e-08   	1.5866631883909577e-06   	
2023 07 17  0227	16		3.041563800820768e-08    	1.558097210363485e-06    	
2023 07 17  0228	16		2.9617224228672967e-08   	1.5306375189538812e-06   	
2023 07 17  0229	16		2.9063928153050256e-08   	1.5144604503802839e-06   	
2023 07 17  0230	16		2.771071905272038e-08    	1.5052019080030732e-06   	
2023 07 17  0231	16		2.8849854061263613e-08   	1.4996883237472503e-06   	
2023 07 17  0232	16		2.8380224392776654e-08   	1.4826545111645828e-06   	
2023 07 17  0233	16		2.7926269297040562e-08   	1.4674448038931587e-06   	
2023 07 17  0234	16		2.71160995879427e-08     	1.4529244936056784e-06   	
2023 07 17  0235	16		2.737398574481631e-08    	1.4492889022221789e-06   	
2023 07 17  0236	16		2.7286633397238802e-08   	1.4570499615729204e-06   	
2023 07 17  0237	16		2.7705199912020362e-08   	1.4589302281819982e-06   	
2023 07 17  0238	16		2.8090711978734362e-08   	1.4519232536258642e-06   	
2023 07 17  0239	16		2.6576048028914556e-08   	1.44121884204651e-06     	
2023 07 17  0240	16		2.7152218251558224e-08   	1.4441474149862188e-06   	
2023 07 17  0241	16		2.724864245351455e-08    	1.4344473129312973e-06   	
2023 07 17  0242	16		2.671002974352632e-08    	1.4270082147049834e-06   	
2023 07 17  0243	16		2.878334193212595e-08    	1.4354461654875195e-06   	
2023 07 17  0244	16		2.9340860407955915e-08   	1.441546714886499e-06    	
2023 07 17  0245	16		2.7228184151795176e-08   	1.421013735125598e-06    	
2023 07 17  0246	16		2.6481206560902137e-08   	1.404796080350934e-06    	
2023 07 17  0247	16		3.964681383195057e-08    	1.4832501165074063e-06   	
2023 07 17  0248	16		5.460771745902093e-08    	1.6040592072386062e-06   	
2023 07 17  0249	16		4.5079023180960576e-08   	1.6014589618862374e-06   	
2023 07 17  0250	16		3.6351874399542794e-08   	1.5377562476714957e-06   	
2023 07 17  0251	16		3.15685682039657e-08     	1.4918365423000068e-06   	
2023 07 17  0252	16		2.7313452832800067e-08   	1.4397965060197748e-06   	
2023 07 17  0253	16		2.587289316124952e-08    	1.404049612574454e-06    	
2023 07 17  0254	16		2.607042048907715e-08    	1.407436684530694e-06    	
2023 07 17  0255	16		2.468757465123872e-08    	1.406071078235982e-06    	
2023 07 17  0256	16		2.5057913077830563e-08   	1.3867648931409349e-06   	
2023 07 17  0257	16		2.718086911102091e-08    	1.3784805332761607e-06   	
2023 07 17  0258	16		2.7226771948107853e-08   	1.3806007927996689e-06   	
2023 07 17  0259	16		2.855092340325882e-08    	1.391695263919246e-06    	
2023 07 17  0300	16		2.7213344466758826e-08   	1.3945361843070714e-06   	
2023 07 17  0301	16		2.8036941657205716e-08   	1.4133220247458667e-06   	
2023 07 17  0302	16		2.9234996645755018e-08   	1.4240295058698393e-06   	
2023 07 17  0303	16		3.072386789426673e-08    	1.4434582453759504e-06   	
2023 07 17  0304	16		3.211179588902269e-08    	1.4596913615605445e-06   	
2023 07 17  0305	16		3.1561672386715145e-08   	1.4651330957349273e-06   	
2023 07 17  0306	16		3.080814181544156e-08    	1.4503617649097578e-06   	
2023 07 17  0307	16		2.9864011708014004e-08   	1.4424088021769421e-06   	
2023 07 17  0308	16		2.9629795506025403e-08   	1.4412165683097555e-06   	
2023 07 17  0309	16		2.786342534477626e-08    	1.418593228663667e-06    	
2023 07 17  0310	16		2.7692689030800466e-08   	1.4070293445911375e-06   	
2023 07 17  0311	16		2.8582771705032428e-08   	1.401153326696658e-06    	
2023 07 17  0312	16		2.9623667074929472e-08   	1.411360813108331e-06    	
2023 07 17  0313	16		2.8920132066900806e-08   	1.4134844832369708e-06   	
2023 07 17  0314	16		2.7704423644081544e-08   	1.400351720803883e-06    	
2023 07 17  0315	16		2.7702590443823283e-08   	1.3856957821190008e-06   	
2023 07 17  0316	16		3.101301615515695e-08    	1.398447807332559e-06    	
2023 07 17  0317	16		3.486668020968864e-08    	1.4376086028278223e-06   	
2023 07 17  0318	16		3.634620782122511e-08    	1.463580588279001e-06    	
2023 07 17  0319	16		4.9851063721462197e-08   	1.5542725577688543e-06   	
2023 07 17  0320	16		9.07314472442522e-08     	1.8060695765598211e-06   	
2023 07 17  0321	16		1.1577082403846362e-07   	1.995168531720992e-06    	
